RaceNo,WPM,Accuracy,Points,Date,Rank,Racers
666,88,96.8,132,2019-12-19,3,4
667,73,94.8,59,2019-12-19,5,5
668,83,96.8,61,2019-12-19,3,5
669,75,96.3,74,2019-12-19,2,4
670,92,97.1,49,2019-12-19,1,5
671,87,97.7,110,2019-12-19,2,5
672,79,97.4,58,2019-12-19,3,5
673,83,96.1,83,2019-12-19,5,5
674,81,96.5,42,2019-12-19,4,5
675,89,96.5,114,2019-12-19,2,4
676,82,95.8,62,2019-12-19,1,5
677,85,97.7,62,2019-12-19,1,5
678,84,97.1,122,2019-12-19,3,4
679,83,95.9,89,2019-12-19,2,5
680,86,95.9,72,2019-12-19,2,4
681,87,95.8,88,2019-12-19,1,4
682,69,93.9,85,2019-12-19,3,4
683,95,98.3,59,2019-12-19,1,5
684,77,94.9,68,2019-12-19,1,5
685,82,96.0,59,2019-12-19,2,5
686,80,96.2,57,2019-12-19,2,4
687,91,97.3,95,2019-12-19,1,5
688,74,95.7,87,2019-12-19,3,5
689,78,96.2,83,2019-12-19,2,5
690,83,96.5,49,2019-12-19,1,5
691,96,97.5,82,2019-12-19,2,5
692,79,96.7,101,2019-12-19,1,3
693,57,96.9,22,2019-12-19,3,4
694,97,98.1,74,2019-12-19,1,4
695,80,95.3,71,2019-12-19,3,5
696,80,96.4,70,2019-12-19,1,5
697,89,97.3,108,2019-12-19,3,5
698,80,95.1,53,2019-12-19,3,5
699,83,96.0,81,2019-12-19,4,5
700,82,95.8,84,2019-12-19,3,5
701,87,96.2,154,2019-12-19,2,5
702,65,93.1,60,2019-12-20,1,5
703,85,97.6,108,2019-12-20,1,4
704,85,96.4,96,2019-12-20,2,4
705,94,96.8,78,2019-12-20,1,3
706,89,96.4,54,2019-12-20,2,5
707,93,96.8,33,2019-12-20,2,5
708,103,99.4,51,2019-12-20,1,4
709,90,97.4,83,2019-12-20,1,4
710,88,97.0,104,2019-12-20,1,3
711,87,96.1,87,2019-12-20,5,5
712,80,95.5,56,2019-12-20,3,5
713,89,95.3,55,2019-12-20,1,4
714,84,96.6,60,2019-12-20,1,5
715,65,96.4,56,2019-12-20,5,5
716,76,95.6,84,2019-12-20,5,5
717,76,95.5,60,2019-12-20,3,5
718,85,96.8,74,2019-12-20,5,5
719,77,94.8,40,2019-12-20,2,4
720,62,94.2,42,2019-12-20,1,3
721,89,96.3,71,2019-12-20,2,4
722,66,94.8,39,2019-12-20,1,3
723,86,96.8,66,2019-12-20,3,5
724,85,96.8,54,2019-12-20,2,5
725,104,99.0,35,2019-12-20,1,5
726,61,92.9,47,2019-12-20,2,5
727,68,94.5,61,2019-12-20,3,5
728,75,94.8,60,2019-12-20,4,5
729,90,96.7,69,2019-12-20,1,5
730,68,94.7,64,2019-12-20,1,5
731,81,96.1,74,2019-12-20,1,5
732,85,95.9,81,2019-12-20,1,5
733,73,94.7,52,2019-12-20,3,4
734,78,97.5,51,2019-12-20,1,5
735,79,94.7,56,2019-12-20,1,4
736,79,96.5,103,2019-12-20,2,4
737,84,98.1,92,2019-12-20,1,4
738,87,96.8,55,2019-12-20,2,5
739,86,97.2,73,2019-12-20,5,5
740,78,96.9,52,2019-12-20,2,4
741,85,96.5,105,2019-12-20,2,3
742,102,98.2,53,2019-12-20,1,5
743,85,96.4,77,2019-12-20,4,5
744,85,97.0,43,2019-12-20,3,5
745,95,97.7,63,2019-12-20,2,5
746,64,96.3,55,2019-12-20,4,4
747,89,95.9,99,2019-12-20,1,4
748,94,96.5,61,2019-12-20,3,4
749,84,97.5,71,2019-12-20,3,4
750,86,96.7,78,2019-12-20,4,4
751,74,95.6,63,2019-12-20,4,4
752,88,95.7,73,2019-12-20,3,4
753,75,94.6,39,2019-12-20,1,4
754,85,97.3,112,2019-12-20,5,5
755,90,97.7,108,2019-12-20,1,5
756,96,97.7,93,2019-12-20,1,5
757,99,97.4,68,2019-12-20,3,3
758,83,95.5,69,2019-12-20,3,5
759,86,97.5,42,2019-12-20,4,5
760,93,98.3,50,2019-12-20,5,5
761,88,97.2,55,2019-12-20,3,4
762,91,96.8,62,2019-12-20,1,5
763,78,97.1,42,2019-12-20,2,3
764,81,95.9,51,2019-12-20,4,5
765,91,96.0,92,2019-12-20,1,5
766,70,93.6,40,2019-12-20,3,4
767,89,96.4,145,2019-12-20,2,5
768,81,94.7,47,2019-12-20,4,5
769,85,95.8,55,2019-12-20,1,5
770,87,97.1,100,2019-12-20,2,5
771,80,93.6,52,2019-12-20,3,3
772,86,96.2,123,2019-12-20,3,5
773,83,96.0,108,2019-12-20,3,4
774,89,96.5,136,2019-12-20,1,4
775,72,94.6,75,2019-12-20,2,5
776,79,95.8,69,2019-12-20,3,4
777,91,97.5,55,2019-12-20,3,5
778,78,95.1,43,2019-12-20,3,4
779,81,96.5,51,2019-12-20,2,5
780,79,95.7,43,2019-12-20,1,5
781,75,95.1,56,2019-12-20,4,5
782,76,95.0,53,2019-12-20,3,5
783,75,95.8,38,2019-12-20,3,5
784,90,97.2,60,2019-12-20,1,5
785,85,96.6,85,2019-12-20,2,5
786,89,97.2,55,2019-12-20,1,5
787,92,97.6,78,2019-12-20,2,5
788,101,98.6,69,2019-12-20,1,5
789,78,96.5,106,2019-12-20,4,5
790,89,97.3,65,2019-12-20,2,5
791,82,96.0,100,2019-12-20,2,5
792,90,97.2,107,2019-12-20,2,5
793,82,95.7,76,2019-12-20,4,5
794,76,95.3,62,2019-12-20,2,5
795,86,96.0,64,2019-12-20,4,5
796,79,94.8,60,2019-12-20,3,4
797,95,98.2,43,2019-12-20,1,5
798,75,94.1,43,2019-12-20,4,4
799,93,97.3,48,2019-12-20,1,4
800,94,97.6,88,2019-12-20,1,5
801,78,94.9,66,2019-12-20,3,4
802,77,95.2,63,2019-12-20,4,4
803,76,95.5,48,2019-12-20,1,2
804,80,95.4,36,2019-12-20,4,5
805,75,96.0,66,2019-12-20,1,4
806,75,94.8,73,2019-12-20,4,5
807,85,97.3,92,2019-12-20,2,5
808,90,95.9,78,2019-12-20,1,5
809,74,94.6,71,2019-12-20,1,5
810,77,96.8,36,2019-12-20,2,4
811,83,96.3,39,2019-12-20,1,5
812,67,97.8,49,2019-12-20,4,5
813,67,93.8,33,2019-12-20,4,5
814,81,96.3,56,2019-12-20,2,5
815,81,95.7,47,2019-12-20,1,5
816,83,96.3,73,2019-12-20,1,5
817,87,97.5,47,2019-12-20,2,5
818,83,96.8,69,2019-12-20,2,5
819,79,96.5,66,2019-12-20,5,5
820,71,93.2,12,2019-12-20,3,5
821,81,97.3,39,2019-12-20,1,4
822,58,94.0,28,2019-12-20,3,5
823,77,96.7,79,2019-12-20,2,4
824,93,97.4,74,2019-12-20,1,5
825,66,93.6,66,2019-12-20,3,5
826,83,95.5,83,2019-12-20,1,5
827,74,95.8,68,2019-12-20,4,5
828,89,97.7,61,2019-12-20,1,4
829,85,96.6,63,2019-12-20,3,5
830,88,96.9,66,2019-12-20,1,5
831,72,93.3,38,2019-12-20,4,5
832,82,97.3,45,2019-12-20,4,5
833,84,96.0,94,2019-12-20,1,5
834,87,97.2,108,2019-12-20,1,5
835,88,97.1,67,2019-12-20,1,5
836,85,96.9,75,2019-12-20,1,4
837,89,98.0,59,2019-12-20,2,5
838,86,96.0,68,2019-12-20,1,4
839,86,97.3,71,2019-12-20,2,4
840,87,97.3,103,2019-12-20,1,5
841,74,95.2,59,2019-12-20,3,5
842,92,97.3,92,2019-12-20,5,5
843,69,94.7,46,2019-12-20,3,5
844,81,96.1,72,2019-12-20,2,5
845,76,95.8,64,2019-12-20,3,5
846,83,96.0,51,2019-12-20,2,5
847,84,96.6,98,2019-12-21,2,3
848,76,96.3,72,2019-12-21,3,5
849,75,95.7,52,2019-12-21,2,5
850,90,96.6,74,2019-12-21,2,5
851,94,97.3,105,2019-12-21,1,4
852,95,96.4,64,2019-12-21,2,5
853,76,95.0,53,2019-12-21,3,4
854,83,96.7,118,2019-12-21,1,5
855,89,97.3,64,2019-12-21,1,5
856,95,97.8,52,2019-12-21,1,5
857,68,92.5,27,2019-12-21,3,4
858,84,97.2,65,2019-12-21,2,3
859,86,97.5,60,2019-12-21,2,5
860,83,95.3,102,2019-12-21,2,5
861,87,95.0,59,2019-12-21,2,5
862,96,97.8,59,2019-12-21,2,5
863,89,97.2,44,2019-12-21,3,5
864,92,96.5,55,2019-12-21,2,5
865,88,96.9,73,2019-12-21,1,4
866,92,97.4,123,2019-12-21,4,5
867,84,95.5,64,2019-12-21,2,5
868,87,95.9,87,2019-12-21,2,5
869,79,95.0,63,2019-12-21,4,5
870,89,96.4,98,2019-12-21,1,4
871,88,95.7,91,2019-12-21,1,3
872,91,96.7,83,2019-12-21,1,5
873,71,94.0,47,2019-12-21,3,5
874,91,96.0,64,2019-12-21,2,4
875,78,95.1,33,2019-12-21,2,4
876,66,92.7,37,2019-12-21,2,4
877,85,95.5,65,2019-12-21,1,5
878,78,95.4,38,2019-12-21,1,5
879,86,95.9,42,2019-12-21,1,5
880,89,96.8,73,2019-12-21,3,5
881,74,94.5,63,2019-12-21,2,3
882,73,95.8,47,2019-12-21,3,5
883,85,95.7,113,2019-12-21,1,5
884,92,97.9,45,2019-12-21,2,5
885,71,95.1,51,2019-12-21,4,4
886,77,96.7,85,2019-12-21,3,3
887,85,96.2,76,2019-12-21,2,3
888,55,93.3,47,2019-12-21,3,4
889,74,95.5,52,2019-12-21,4,5
890,91,97.5,97,2019-12-21,1,4
891,82,96.0,78,2019-12-21,2,4
892,96,98.0,80,2019-12-21,4,4
893,102,98.2,94,2019-12-21,3,4
894,87,95.4,65,2019-12-21,3,4
895,83,95.8,75,2019-12-21,2,5
896,79,95.2,97,2019-12-21,1,3
897,87,95.3,110,2019-12-21,1,4
898,103,98.1,62,2019-12-21,2,3
899,88,94.8,51,2019-12-21,3,5
900,91,96.2,94,2019-12-21,1,3
901,82,95.0,56,2019-12-21,4,5
902,88,96.7,44,2019-12-21,3,5
903,78,95.2,100,2019-12-21,3,4
904,88,95.7,51,2019-12-21,4,5
905,82,96.2,77,2019-12-21,3,5
906,78,95.5,87,2019-12-21,2,4
907,90,96.8,96,2019-12-21,2,5
908,89,97.0,83,2019-12-21,2,5
909,91,97.2,174,2019-12-21,3,5
910,75,95.1,32,2019-12-21,2,5
911,79,95.4,79,2019-12-21,2,3
912,88,97.0,145,2019-12-21,2,5
913,81,96.0,87,2019-12-21,5,5
914,82,95.7,56,2019-12-21,1,5
915,76,94.9,86,2019-12-21,5,5
916,82,95.7,70,2019-12-21,4,5
917,93,97.8,86,2019-12-21,1,4
918,73,94.3,55,2019-12-21,4,5
919,79,95.7,89,2019-12-21,1,3
920,72,95.2,52,2019-12-21,3,5
921,84,96.1,98,2019-12-21,2,5
922,69,94.8,28,2019-12-21,1,5
923,81,96.7,74,2019-12-21,4,4
924,68,95.5,58,2019-12-21,3,4
925,96,97.3,53,2019-12-21,2,5
926,86,96.3,57,2019-12-21,3,5
927,78,95.0,70,2019-12-21,3,5
928,91,96.4,59,2019-12-21,2,5
929,82,95.7,85,2019-12-21,4,5
930,68,94.5,51,2019-12-21,3,4
931,94,97.2,55,2019-12-21,2,3
932,67,94.9,83,2019-12-21,2,3
933,97,97.1,76,2019-12-21,1,3
934,87,96.9,80,2019-12-21,2,4
935,84,97.0,77,2019-12-21,1,5
936,79,96.6,39,2019-12-21,1,5
937,106,98.2,81,2019-12-21,1,4
938,89,96.3,58,2019-12-21,2,3
939,79,94.3,67,2019-12-21,2,5
940,82,96.7,65,2019-12-21,2,4
941,93,97.7,85,2019-12-21,3,5
942,94,98.1,66,2019-12-21,1,5
943,92,96.8,93,2019-12-21,2,4
944,80,96.1,91,2019-12-21,2,3
945,81,95.9,73,2019-12-21,3,4
946,78,94.8,46,2019-12-21,3,5
947,74,95.4,71,2019-12-21,2,5
948,92,97.3,102,2019-12-21,2,5
949,93,97.3,57,2019-12-21,2,5
950,87,95.5,93,2019-12-21,3,4
951,102,98.0,68,2019-12-21,1,5
952,94,97.7,111,2019-12-21,1,5
953,81,95.3,143,2019-12-21,1,5
954,80,94.7,54,2019-12-21,2,4
955,69,94.4,45,2019-12-21,3,3
956,82,95.6,71,2019-12-21,3,4
957,86,95.5,93,2019-12-21,2,4
958,83,95.8,73,2019-12-21,4,5
959,84,96.6,82,2019-12-21,5,5
960,76,95.9,52,2019-12-21,4,5
961,71,96.2,44,2019-12-21,5,5
962,86,96.8,80,2019-12-21,1,5
963,93,97.2,87,2019-12-21,1,3
964,73,95.6,86,2019-12-21,2,5
965,82,95.7,103,2019-12-21,1,4
966,81,95.9,66,2019-12-21,4,5
967,78,95.5,111,2019-12-21,3,4
968,81,96.5,80,2019-12-21,1,5
969,100,98.1,111,2019-12-21,2,5
970,91,96.6,94,2019-12-21,3,5
971,94,98.6,48,2019-12-21,1,5
972,94,97.5,99,2019-12-21,1,5
973,84,95.8,97,2019-12-21,5,5
974,88,96.9,69,2019-12-21,3,5
975,79,95.5,33,2019-12-21,3,5
976,87,97.7,56,2019-12-21,2,5
977,90,96.6,84,2019-12-21,1,5
978,78,95.6,48,2019-12-21,2,5
979,95,97.5,74,2019-12-21,2,5
980,87,95.6,76,2019-12-21,3,5
981,90,96.8,84,2019-12-21,2,4
982,96,96.3,65,2019-12-21,2,5
983,83,96.4,71,2019-12-21,3,5
984,85,95.9,88,2019-12-21,5,5
985,76,94.4,60,2019-12-21,4,5
986,89,98.1,63,2019-12-21,3,4
987,79,95.3,154,2019-12-21,3,4
988,88,97.5,98,2019-12-21,2,4
989,94,95.2,76,2019-12-21,2,5
990,84,96.3,113,2019-12-21,2,4
991,80,96.2,107,2019-12-21,2,5
992,81,95.7,92,2019-12-21,1,2
993,86,95.5,53,2019-12-21,2,5
994,86,97.0,113,2019-12-21,2,5
995,85,96.0,79,2019-12-21,1,5
996,83,96.3,154,2019-12-21,2,5
997,74,95.6,41,2019-12-21,4,5
998,81,95.9,61,2019-12-21,3,5
999,89,96.5,53,2019-12-21,3,5
1000,91,96.9,96,2019-12-21,1,5
1001,80,95.1,53,2019-12-21,2,5
1002,87,96.9,45,2019-12-21,1,5
1003,98,97.5,87,2019-12-21,1,5
1004,96,98.1,50,2019-12-21,4,5
1005,93,97.2,46,2019-12-21,2,4
1006,79,96.1,37,2019-12-21,3,5
1007,82,97.2,51,2019-12-21,3,5
1008,89,97.7,150,2019-12-21,1,5
1009,76,93.3,58,2019-12-21,3,3
1010,79,95.6,128,2019-12-21,4,5
1011,82,96.3,133,2019-12-22,1,4
1012,71,95.4,61,2019-12-22,3,5
1013,79,94.5,45,2019-12-22,3,5
1014,79,96.4,113,2019-12-22,4,5
1015,86,97.7,68,2019-12-22,3,5
1016,86,96.8,73,2019-12-22,3,5
1017,100,98.5,62,2019-12-22,1,3
1018,58,95.1,73,2019-12-22,4,5
1019,81,95.6,56,2019-12-22,3,4
1020,66,97.4,64,2019-12-22,5,5
1021,66,93.9,39,2019-12-22,5,5
1022,79,95.7,52,2019-12-22,2,5
1023,82,96.2,75,2019-12-22,1,4
1024,79,94.9,63,2019-12-22,2,5
1025,66,93.8,57,2019-12-22,5,5
1026,88,96.3,78,2019-12-22,1,5
1027,78,95.9,71,2019-12-22,1,5
1028,78,95.5,51,2019-12-22,1,5
1029,76,94.7,66,2019-12-22,1,3
1030,72,95.7,71,2019-12-22,1,5
1031,85,96.0,62,2019-12-22,3,5
1032,75,96.2,39,2019-12-22,3,5
1033,85,96.9,63,2019-12-22,1,4
1034,88,96.3,159,2019-12-22,1,4
1035,68,96.1,96,2019-12-22,5,5
1036,80,93.9,52,2019-12-22,2,5
1037,74,93.9,74,2019-12-22,4,5
1038,74,94.9,47,2019-12-22,4,4
1039,87,94.5,55,2019-12-22,1,3
1040,91,96.5,77,2019-12-22,1,5
1041,92,96.8,79,2019-12-22,1,5
1042,78,94.9,40,2019-12-22,3,5
1043,71,93.1,48,2019-12-22,1,5
1044,85,95.6,74,2019-12-22,3,5
1045,75,95.4,50,2019-12-22,3,5
1046,82,96.4,56,2019-12-22,2,2
1047,96,97.8,46,2019-12-22,1,5
1048,69,95.1,36,2019-12-22,2,5
1049,82,98.2,57,2019-12-22,2,5
1050,90,96.4,96,2019-12-22,3,4
1051,69,94.5,48,2019-12-22,3,4
1052,78,95.0,56,2019-12-22,1,3
1053,64,92.6,33,2019-12-22,2,3
1054,72,95.1,78,2019-12-22,3,4
1055,72,94.8,53,2019-12-22,2,5
1056,78,95.8,32,2019-12-22,1,4
1057,83,95.3,65,2019-12-22,3,5
1058,89,95.9,83,2019-12-22,1,5
1059,97,97.7,82,2019-12-22,1,5
1060,79,94.7,94,2019-12-22,4,5
1061,69,94.5,40,2019-12-22,5,5
1062,87,95.5,56,2019-12-22,1,5
1063,93,97.8,93,2019-12-22,1,5
1064,91,97.9,61,2019-12-22,2,5
1065,83,96.3,103,2019-12-22,3,5
1066,99,97.9,66,2019-12-22,1,3
1067,99,98.5,88,2019-12-22,1,3
1068,85,96.6,61,2019-12-22,2,5
1069,82,95.4,60,2019-12-22,2,5
1070,77,96.4,37,2019-12-22,3,5
1071,80,96.0,56,2019-12-22,2,4
1072,89,97.0,33,2019-12-22,3,5
1073,100,97.0,70,2019-12-22,1,5
1074,83,94.6,85,2019-12-22,2,5
1075,89,95.8,46,2019-12-22,4,5
1076,89,96.4,80,2019-12-22,3,4
1077,75,97.1,59,2019-12-22,2,5
1078,79,96.6,55,2019-12-22,5,5
1079,78,96.1,57,2019-12-22,1,5
1080,84,96.1,49,2019-12-22,1,3
1081,95,97.4,79,2019-12-22,1,5
1082,71,95.4,65,2019-12-22,3,5
1083,77,95.9,77,2019-12-22,2,3
1084,82,96.7,65,2019-12-22,4,5
1085,92,97.1,69,2019-12-22,2,5
1086,101,98.1,66,2019-12-22,1,5
1087,86,95.7,116,2019-12-22,1,4
1088,50,94.5,38,2019-12-22,4,5
1089,89,96.4,65,2019-12-22,1,4
1090,87,96.8,46,2019-12-22,3,5
1091,84,96.9,52,2019-12-22,4,5
1092,91,96.1,65,2019-12-22,1,5
1093,85,95.6,44,2019-12-22,2,5
1094,83,95.5,50,2019-12-22,2,5
1095,85,95.7,83,2019-12-22,4,5
1096,103,98.9,88,2019-12-22,1,4
1097,83,97.1,35,2019-12-22,1,2
1098,79,95.0,55,2019-12-22,4,5
1099,86,97.4,96,2019-12-22,2,5
1100,83,96.7,44,2019-12-22,4,5
1101,77,94.8,42,2019-12-22,2,5
1102,106,98.6,46,2019-12-22,2,5
1103,84,98.2,70,2019-12-22,1,4
1104,82,95.0,45,2019-12-22,1,5
1105,91,97.4,74,2019-12-22,1,4
1106,75,95.1,90,2019-12-22,2,4
1107,72,93.2,50,2019-12-22,5,5
1108,90,96.3,67,2019-12-22,2,4
1109,82,96.6,67,2019-12-22,3,5
1110,97,97.9,79,2019-12-22,1,5
1111,86,96.2,80,2019-12-22,2,2
1112,69,94.7,63,2019-12-22,2,3
1113,86,96.8,62,2019-12-22,2,5
1114,78,96.2,118,2019-12-22,1,4
1115,72,96.2,54,2019-12-22,1,5
1116,68,94.0,50,2019-12-22,3,5
1117,71,95.0,37,2019-12-22,5,5
1118,88,96.8,65,2019-12-22,1,5
1119,77,95.6,63,2019-12-22,3,5
1120,55,96.4,26,2019-12-22,2,5
1121,66,96.8,44,2019-12-22,3,4
1122,74,96.3,61,2019-12-22,3,4
1123,82,96.9,46,2019-12-23,2,5
1124,82,96.7,60,2019-12-23,1,3
1125,89,98.0,67,2019-12-23,1,5
1126,76,96.0,37,2019-12-23,3,5
1127,97,97.9,171,2019-12-23,2,5
1128,85,94.4,62,2019-12-23,3,5
1129,86,97.2,89,2019-12-23,2,5
1130,84,97.4,59,2019-12-23,1,5
1131,93,97.6,68,2019-12-23,1,5
1132,82,97.1,54,2019-12-23,1,5
1133,99,98.6,74,2019-12-23,1,4
1134,91,98.1,76,2019-12-23,1,5
1135,75,96.3,79,2019-12-23,4,4
1136,85,96.9,13,2019-12-23,4,5
1137,87,96.6,64,2019-12-23,2,5
1138,85,97.4,72,2019-12-23,2,4
1139,85,97.3,93,2019-12-23,1,5
1140,77,96.9,55,2019-12-23,4,5
1141,83,95.4,88,2019-12-23,1,4
1142,79,96.2,55,2019-12-23,3,4
1143,76,95.5,97,2019-12-23,1,4
1144,91,96.2,62,2019-12-23,3,5
1145,85,96.2,96,2019-12-23,3,4
1146,66,92.8,31,2019-12-23,2,5
1147,92,97.2,89,2019-12-23,1,5
1148,85,96.4,66,2019-12-23,3,4
1149,86,96.4,37,2019-12-23,2,4
1150,86,97.2,89,2019-12-23,1,5
1151,83,96.6,48,2019-12-23,3,4
1152,81,96.4,50,2019-12-23,1,4
1153,77,97.0,53,2019-12-23,2,3
1154,89,97.3,104,2019-12-23,2,5
1155,83,96.1,41,2019-12-23,1,4
1156,77,97.3,54,2019-12-23,4,5
1157,85,95.7,77,2019-12-23,2,5
1158,84,96.4,59,2019-12-23,3,5
1159,80,95.8,74,2019-12-23,3,4
1160,80,94.8,71,2019-12-23,1,5
1161,75,94.8,46,2019-12-23,3,5
1162,82,95.8,110,2019-12-23,2,4
1163,82,96.6,33,2019-12-23,4,4
1164,71,96.1,44,2019-12-23,4,5
1165,90,97.4,57,2019-12-23,1,5
1166,79,96.4,56,2019-12-23,3,4
1167,76,95.8,62,2019-12-23,5,5
1168,87,96.8,17,2019-12-23,1,4
1169,78,96.0,45,2019-12-23,5,5
1170,81,96.4,94,2019-12-23,2,4
1171,79,96.5,34,2019-12-23,2,5
1172,90,97.1,78,2019-12-23,2,4
1173,79,94.5,43,2019-12-23,3,5
1174,81,95.6,59,2019-12-23,3,5
1175,70,96.6,49,2019-12-23,3,5
1176,92,97.2,66,2019-12-23,2,5
1177,97,97.1,56,2019-12-23,2,5
1178,72,94.8,65,2019-12-23,3,5
1179,85,96.4,38,2019-12-23,2,5
1180,64,98.5,50,2019-12-23,3,5
1181,73,95.7,44,2019-12-23,4,5
1182,76,95.0,101,2019-12-23,4,4
1183,74,94.9,45,2019-12-23,5,5
1184,81,95.9,74,2019-12-23,3,5
1185,70,95.6,89,2019-12-23,5,5
1186,60,93.5,43,2019-12-23,5,5
1187,73,94.4,49,2019-12-23,3,3
1188,80,96.3,114,2019-12-23,2,5
1189,105,98.2,51,2019-12-23,1,5
1190,86,97.0,85,2019-12-23,1,5
1191,80,95.8,104,2019-12-23,2,3
1192,77,95.5,73,2019-12-23,3,5
1193,78,95.5,51,2019-12-23,1,5
1194,77,95.8,42,2019-12-23,3,5
1195,64,96.1,43,2019-12-23,3,4
1196,57,97.4,35,2019-12-23,4,5
1197,95,99.4,44,2019-12-23,1,5
1198,56,96.7,51,2019-12-23,2,4
1199,76,94.7,77,2019-12-23,3,5
1200,49,95.8,28,2019-12-23,5,5
1201,83,94.7,118,2019-12-23,1,4
1202,76,95.1,52,2019-12-23,1,4
1203,73,94.9,30,2019-12-23,4,5
1204,83,96.3,102,2019-12-23,1,4
1205,88,97.0,60,2019-12-23,2,5
1206,81,96.2,69,2019-12-23,3,4
1207,84,96.9,59,2019-12-23,1,5
1208,98,96.8,91,2019-12-23,1,5
1209,93,97.3,140,2019-12-23,1,5
1210,81,94.9,110,2019-12-23,2,5
1211,81,94.9,74,2019-12-23,1,3
1212,90,96.4,65,2019-12-23,1,3
1213,77,95.7,96,2019-12-23,2,2
1214,78,94.6,69,2019-12-23,3,4
1215,89,98.2,51,2019-12-23,1,4
1216,87,96.7,45,2019-12-23,1,5
1217,78,96.1,48,2019-12-23,1,5
1218,92,96.6,87,2019-12-23,2,4
1219,76,94.9,38,2019-12-23,2,4
1220,75,95.5,66,2019-12-23,3,5
1221,89,97.0,83,2019-12-23,1,5
1222,86,96.3,66,2019-12-23,2,5
1223,71,94.1,43,2019-12-23,3,5
1224,80,97.0,48,2019-12-23,3,5
1225,93,96.8,104,2019-12-23,1,5
1226,82,96.0,87,2019-12-23,2,3
1227,88,96.8,92,2019-12-23,1,5
1228,87,96.6,79,2019-12-23,1,4
1229,95,97.1,44,2019-12-23,1,5
1230,97,96.8,143,2019-12-23,3,5
1231,106,98.8,58,2019-12-23,2,5
1232,61,97.1,41,2019-12-23,2,2
1233,68,96.2,63,2019-12-23,3,5
1234,79,96.2,82,2019-12-23,2,3
1235,86,96.3,53,2019-12-23,4,5
1236,72,94.7,28,2019-12-23,3,4
1237,55,95.5,43,2019-12-23,3,5
1238,84,96.0,67,2019-12-23,3,5
1239,75,94.9,76,2019-12-23,3,4
1240,89,98.3,72,2019-12-23,1,5
1241,84,96.7,59,2019-12-23,2,5
1242,71,94.3,48,2019-12-23,4,5
1243,104,98.1,73,2019-12-23,2,5
1244,94,96.9,52,2019-12-23,1,2
1245,119,100.0,64,2019-12-23,1,5
1246,84,95.4,60,2019-12-23,2,5
1247,86,96.5,186,2019-12-23,4,5
1248,74,94.5,132,2019-12-23,3,5
1249,83,95.9,59,2019-12-23,4,5
1250,83,96.3,108,2019-12-23,1,5
1251,74,94.0,59,2019-12-23,2,4
1252,91,96.5,63,2019-12-23,2,5
1253,70,96.0,43,2019-12-23,2,3
1254,100,98.0,57,2019-12-23,3,5
1255,76,94.1,65,2019-12-23,4,5
1256,87,96.8,133,2019-12-23,1,5
1257,82,95.6,71,2019-12-23,1,5
1258,68,92.7,28,2019-12-23,3,3
1259,72,94.0,61,2019-12-23,1,4
1260,86,95.8,105,2019-12-23,2,5
1261,69,93.9,49,2019-12-23,3,5
1262,84,96.5,63,2019-12-23,2,5
1263,89,96.7,92,2019-12-23,3,5
1264,61,96.4,57,2019-12-23,5,5
1265,82,95.2,52,2019-12-23,4,5
1266,80,95.7,65,2019-12-23,1,5
1267,98,97.9,77,2019-12-23,4,5
1268,72,94.3,45,2019-12-23,3,5
1269,80,95.8,84,2019-12-23,2,3
1270,84,96.6,97,2019-12-23,4,5
1271,89,94.9,49,2019-12-23,1,5
1272,95,96.5,66,2019-12-23,2,5
1273,82,96.6,61,2019-12-23,3,5
1274,79,95.5,74,2019-12-23,3,5
1275,76,95.8,45,2019-12-23,3,5
1276,93,96.8,42,2019-12-23,3,5
1277,85,95.7,58,2019-12-23,1,5
1278,62,96.9,84,2019-12-24,5,5
1279,86,96.4,65,2019-12-24,4,5
1280,83,95.8,105,2019-12-24,2,5
1281,98,96.9,72,2019-12-24,1,5
1282,81,96.0,77,2019-12-24,3,5
1283,79,96.6,125,2019-12-24,2,5
1284,79,94.9,91,2019-12-24,4,5
1285,76,95.0,141,2019-12-24,2,5
1286,91,96.0,62,2019-12-24,1,5
1287,93,98.2,32,2019-12-24,3,5
1288,88,97.1,104,2019-12-24,2,5
1289,80,96.0,67,2019-12-24,3,5
1290,86,95.8,120,2019-12-24,4,5
1291,84,95.6,75,2019-12-24,3,5
1292,84,95.5,69,2019-12-24,1,5
1293,95,97.0,75,2019-12-24,1,5
1294,70,93.9,49,2019-12-24,4,5
1295,76,94.8,52,2019-12-24,3,5
1296,85,96.7,79,2019-12-24,3,5
1297,84,95.5,73,2019-12-24,2,5
1298,92,96.1,92,2019-12-24,3,5
1299,88,95.5,47,2019-12-24,2,4
1300,88,97.1,81,2019-12-24,1,4
1301,83,95.1,96,2019-12-24,2,4
1302,86,96.5,57,2019-12-24,1,5
1303,95,97.3,78,2019-12-24,1,5
1304,97,97.7,65,2019-12-24,2,5
1305,90,96.2,81,2019-12-24,1,5
1306,90,96.3,84,2019-12-24,1,5
1307,86,95.3,63,2019-12-24,3,5
1308,93,98.1,62,2019-12-24,3,5
1309,84,95.7,67,2019-12-24,3,4
1310,67,93.9,50,2019-12-24,4,5
1311,70,93.8,49,2019-12-24,4,4
1312,99,98.4,58,2019-12-24,1,5
1313,84,96.1,68,2019-12-24,3,5
1314,93,97.9,70,2019-12-24,1,4
1315,85,95.5,69,2019-12-24,4,5
